age,sex,mort,inc,prev,ylds..years.lived.with.disability._rate_ishd,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
46,male,3.021342729832834e-4,0.0022225674709863328,0.017767363960073345,5.056088354666864e-4,7628,Ishd,0,50,45,1,2,5,male_Ishd
47,male,3.021342729832834e-4,0.0022225674709863328,0.017767363960073345,5.056088354666864e-4,7628,Ishd,0,50,45,1,2,5,male_Ishd
48,male,3.021342729832834e-4,0.0022225674709863328,0.017767363960073345,5.056088354666864e-4,7628,Ishd,0,50,45,1,2,5,male_Ishd
49,male,3.021342729832834e-4,0.0022225674709863328,0.017767363960073345,5.056088354666864e-4,7628,Ishd,0,50,45,1,2,5,male_Ishd
50,male,5.320173612753105e-4,0.003930588524488037,0.030892343650021303,7.945814526039786e-4,7605,Ishd,0,50,50,2,4,5,male_Ishd
51,male,5.320173612753105e-4,0.003930588524488037,0.030892343650021303,7.945814526039786e-4,7605,Ishd,0,50,50,2,4,5,male_Ishd
52,male,5.320173612753105e-4,0.003930588524488037,0.030892343650021303,7.945814526039786e-4,7605,Ishd,0,50,50,2,4,5,male_Ishd
53,male,5.320173612753105e-4,0.003930588524488037,0.030892343650021303,7.945814526039786e-4,7605,Ishd,0,50,50,2,4,5,male_Ishd
54,male,5.320173612753105e-4,0.003930588524488037,0.030892343650021303,7.945814526039786e-4,7605,Ishd,0,50,50,2,4,5,male_Ishd
55,male,8.144436069836268e-4,0.006370345426101078,0.050531307428656844,0.0012143954759315672,6479,Ishd,0,50,55,3,5,5,male_Ishd
56,male,8.144436069836268e-4,0.006370345426101078,0.050531307428656844,0.0012143954759315672,6479,Ishd,0,50,55,3,5,5,male_Ishd
57,male,8.144436069836268e-4,0.006370345426101078,0.050531307428656844,0.0012143954759315672,6479,Ishd,0,50,55,3,5,5,male_Ishd
58,male,8.144436069836268e-4,0.006370345426101078,0.050531307428656844,0.0012143954759315672,6479,Ishd,0,50,55,3,5,5,male_Ishd
59,male,8.144436069836268e-4,0.006370345426101078,0.050531307428656844,0.0012143954759315672,6479,Ishd,0,50,55,3,5,5,male_Ishd
60,male,0.0013838027022242503,0.009678461255287263,0.07747604964390697,0.0018477928610762541,5560,Ishd,0,50,60,4,8,5,male_Ishd
61,male,0.0013838027022242503,0.009678461255287263,0.07747604964390697,0.0018477928610762541,5560,Ishd,0,50,60,4,8,5,male_Ishd
62,male,0.0013838027022242503,0.009678461255287263,0.07747604964390697,0.0018477928610762541,5560,Ishd,0,50,60,4,8,5,male_Ishd
63,male,0.0013838027022242503,0.009678461255287263,0.07747604964390697,0.0018477928610762541,5560,Ishd,0,50,60,4,8,5,male_Ishd
64,male,0.0013838027022242503,0.009678461255287263,0.07747604964390697,0.0018477928610762541,5560,Ishd,0,50,60,4,8,5,male_Ishd
65,male,0.0020907846721785273,0.013859582304178013,0.12090649654060796,0.002798458790249299,5418,Ishd,0,50,65,6,11,5,male_Ishd
66,male,0.0020907846721785273,0.013859582304178013,0.12090649654060796,0.002798458790249299,5418,Ishd,0,50,65,6,11,5,male_Ishd
67,male,0.0020907846721785273,0.013859582304178013,0.12090649654060796,0.002798458790249299,5418,Ishd,0,50,65,6,11,5,male_Ishd
68,male,0.0020907846721785273,0.013859582304178013,0.12090649654060796,0.002798458790249299,5418,Ishd,0,50,65,6,11,5,male_Ishd
69,male,0.0020907846721785273,0.013859582304178013,0.12090649654060796,0.002798458790249299,5418,Ishd,0,50,65,6,11,5,male_Ishd
70,male,0.003371098578775344,0.019753017460712074,0.1648048329035182,0.0038738578572154935,4800,Ishd,0,50,70,8,16,5,male_Ishd
71,male,0.003371098578775344,0.019753017460712074,0.1648048329035182,0.0038738578572154935,4800,Ishd,0,50,70,8,16,5,male_Ishd
72,male,0.003371098578775344,0.019753017460712074,0.1648048329035182,0.0038738578572154935,4800,Ishd,0,50,70,8,16,5,male_Ishd
73,male,0.003371098578775344,0.019753017460712074,0.1648048329035182,0.0038738578572154935,4800,Ishd,0,50,70,8,16,5,male_Ishd
74,male,0.003371098578775344,0.019753017460712074,0.1648048329035182,0.0038738578572154935,4800,Ishd,0,50,70,8,16,5,male_Ishd
75,male,0.005701690285608155,0.027338156130184196,0.2125772920286526,0.0049088781639684215,3332,Ishd,0,50,75,11,19,5,male_Ishd
76,male,0.005701690285608155,0.027338156130184196,0.2125772920286526,0.0049088781639684215,3332,Ishd,0,50,75,11,19,5,male_Ishd
77,male,0.005701690285608155,0.027338156130184196,0.2125772920286526,0.0049088781639684215,3332,Ishd,0,50,75,11,19,5,male_Ishd
78,male,0.005701690285608155,0.027338156130184196,0.2125772920286526,0.0049088781639684215,3332,Ishd,0,50,75,11,19,5,male_Ishd
79,male,0.005701690285608155,0.027338156130184196,0.2125772920286526,0.0049088781639684215,3332,Ishd,0,50,75,11,19,5,male_Ishd
80,male,0.010783628180617517,0.03449379331123775,0.24769818614026434,0.005902305683831652,2291,Ishd,0,20,80,5,25,5,male_Ishd
81,male,0.010783628180617517,0.03449379331123775,0.24769818614026434,0.005902305683831652,2291,Ishd,0,20,80,5,25,5,male_Ishd
82,male,0.010783628180617517,0.03449379331123775,0.24769818614026434,0.005902305683831652,2291,Ishd,0,20,80,5,25,5,male_Ishd
83,male,0.010783628180617517,0.03449379331123775,0.24769818614026434,0.005902305683831652,2291,Ishd,0,20,80,5,25,5,male_Ishd
84,male,0.010783628180617517,0.03449379331123775,0.24769818614026434,0.005902305683831652,2291,Ishd,0,20,80,5,25,5,male_Ishd
85,male,0.021292497004783986,0.04121580605510898,0.2513601226359389,0.006330983603383804,1276,Ishd,0,20,85,5,27,5,male_Ishd
86,male,0.021292497004783986,0.04121580605510898,0.2513601226359389,0.006330983603383804,1276,Ishd,0,20,85,5,27,5,male_Ishd
87,male,0.021292497004783986,0.04121580605510898,0.2513601226359389,0.006330983603383804,1276,Ishd,0,20,85,5,27,5,male_Ishd
88,male,0.021292497004783986,0.04121580605510898,0.2513601226359389,0.006330983603383804,1276,Ishd,0,20,85,5,27,5,male_Ishd
89,male,0.021292497004783986,0.04121580605510898,0.2513601226359389,0.006330983603383804,1276,Ishd,0,20,85,5,27,5,male_Ishd
90,male,0.03465288016141934,0.046690475289367504,0.20911096787680886,0.005847847094473756,506,Ishd,0,10,90,2,17,5,male_Ishd
91,male,0.03465288016141934,0.046690475289367504,0.20911096787680886,0.005847847094473756,506,Ishd,0,10,90,2,17,5,male_Ishd
92,male,0.03465288016141934,0.046690475289367504,0.20911096787680886,0.005847847094473756,506,Ishd,0,10,90,2,17,5,male_Ishd
93,male,0.03465288016141934,0.046690475289367504,0.20911096787680886,0.005847847094473756,506,Ishd,0,10,90,2,17,5,male_Ishd
94,male,0.03465288016141934,0.046690475289367504,0.20911096787680886,0.005847847094473756,506,Ishd,0,10,90,2,17,5,male_Ishd
95,male,0.05757271661445991,0.05089393027377069,0.11664981257200388,0.0046482255740753695,91,Ishd,0,10,95,1,5,6,male_Ishd
96,male,0.05757271661445991,0.05089393027377069,0.11664981257200388,0.0046482255740753695,91,Ishd,0,10,95,1,5,6,male_Ishd
97,male,0.05757271661445991,0.05089393027377069,0.11664981257200388,0.0046482255740753695,91,Ishd,0,10,95,1,5,6,male_Ishd
98,male,0.05757271661445991,0.05089393027377069,0.11664981257200388,0.0046482255740753695,91,Ishd,0,10,95,1,5,6,male_Ishd
99,male,0.05757271661445991,0.05089393027377069,0.11664981257200388,0.0046482255740753695,91,Ishd,0,10,95,1,5,6,male_Ishd
100,male,0.05757271661445991,0.05089393027377069,0.11664981257200388,0.0046482255740753695,91,Ishd,0,10,95,1,5,6,male_Ishd
