age,sex,mort,inc,prev,ylds..years.lived.with.disability._rate_crdd,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease
59,female,5.065471329580818e-4,0.014698417474139046,0.10657043325515575,0.005491414214637356,6580,Crdd,0,50,55,5,3,5,female_Crdd
60,female,9.624657207308752e-4,0.023758723322645548,0.15412414930706725,0.008090525167782064,5725,Crdd,0,50,60,8,6,5,female_Crdd
61,female,9.624657207308752e-4,0.023758723322645548,0.15412414930706725,0.008090525167782064,5725,Crdd,0,50,60,8,6,5,female_Crdd
62,female,9.624657207308752e-4,0.023758723322645548,0.15412414930706725,0.008090525167782064,5725,Crdd,0,50,60,8,6,5,female_Crdd
63,female,9.624657207308752e-4,0.023758723322645548,0.15412414930706725,0.008090525167782064,5725,Crdd,0,50,60,8,6,5,female_Crdd
64,female,9.624657207308752e-4,0.023758723322645548,0.15412414930706725,0.008090525167782064,5725,Crdd,0,50,60,8,6,5,female_Crdd
65,female,0.0017224833000100959,0.039922765286082906,0.22268805136798697,0.01155332759087241,5670,Crdd,0,50,65,11,10,5,female_Crdd
66,female,0.0017224833000100959,0.039922765286082906,0.22268805136798697,0.01155332759087241,5670,Crdd,0,50,65,11,10,5,female_Crdd
67,female,0.0017224833000100959,0.039922765286082906,0.22268805136798697,0.01155332759087241,5670,Crdd,0,50,65,11,10,5,female_Crdd
68,female,0.0017224833000100959,0.039922765286082906,0.22268805136798697,0.01155332759087241,5670,Crdd,0,50,65,11,10,5,female_Crdd
69,female,0.0017224833000100959,0.039922765286082906,0.22268805136798697,0.01155332759087241,5670,Crdd,0,50,65,11,10,5,female_Crdd
70,female,0.00338065941414701,0.06155500591847276,0.30285628211948873,0.01644321465965405,5104,Crdd,0,50,70,15,17,5,female_Crdd
71,female,0.00338065941414701,0.06155500591847276,0.30285628211948873,0.01644321465965405,5104,Crdd,0,50,70,15,17,5,female_Crdd
72,female,0.00338065941414701,0.06155500591847276,0.30285628211948873,0.01644321465965405,5104,Crdd,0,50,70,15,17,5,female_Crdd
73,female,0.00338065941414701,0.06155500591847276,0.30285628211948873,0.01644321465965405,5104,Crdd,0,50,70,15,17,5,female_Crdd
74,female,0.00338065941414701,0.06155500591847276,0.30285628211948873,0.01644321465965405,5104,Crdd,0,50,70,15,17,5,female_Crdd
75,female,0.00722417462410963,0.08818852680475846,0.3894944687967121,0.02336577698372002,3792,Crdd,0,50,75,19,27,5,female_Crdd
76,female,0.00722417462410963,0.08818852680475846,0.3894944687967121,0.02336577698372002,3792,Crdd,0,50,75,19,27,5,female_Crdd
77,female,0.00722417462410963,0.08818852680475846,0.3894944687967121,0.02336577698372002,3792,Crdd,0,50,75,19,27,5,female_Crdd
78,female,0.00722417462410963,0.08818852680475846,0.3894944687967121,0.02336577698372002,3792,Crdd,0,50,75,19,27,5,female_Crdd
79,female,0.00722417462410963,0.08818852680475846,0.3894944687967121,0.02336577698372002,3792,Crdd,0,50,75,19,27,5,female_Crdd
80,female,0.015905658522941367,0.12027217205345188,0.4505308283135672,0.030380318020470344,2983,Crdd,0,20,80,9,47,5,female_Crdd
81,female,0.015905658522941367,0.12027217205345188,0.4505308283135672,0.030380318020470344,2983,Crdd,0,20,80,9,47,5,female_Crdd
82,female,0.015905658522941367,0.12027217205345188,0.4505308283135672,0.030380318020470344,2983,Crdd,0,20,80,9,47,5,female_Crdd
83,female,0.015905658522941367,0.12027217205345188,0.4505308283135672,0.030380318020470344,2983,Crdd,0,20,80,9,47,5,female_Crdd
84,female,0.015905658522941367,0.12027217205345188,0.4505308283135672,0.030380318020470344,2983,Crdd,0,20,80,9,47,5,female_Crdd
85,female,0.03603607428245805,0.1518422065373522,0.48355557976577596,0.03698063283178599,2001,Crdd,0,20,85,10,71,5,female_Crdd
86,female,0.03603607428245805,0.1518422065373522,0.48355557976577596,0.03698063283178599,2001,Crdd,0,20,85,10,71,5,female_Crdd
87,female,0.03603607428245805,0.1518422065373522,0.48355557976577596,0.03698063283178599,2001,Crdd,0,20,85,10,71,5,female_Crdd
88,female,0.03603607428245805,0.1518422065373522,0.48355557976577596,0.03698063283178599,2001,Crdd,0,20,85,10,71,5,female_Crdd
89,female,0.03603607428245805,0.1518422065373522,0.48355557976577596,0.03698063283178599,2001,Crdd,0,20,85,10,71,5,female_Crdd
90,female,0.06307415734597929,0.17934833916023804,0.48588057198619267,0.041348371846554856,1019,Crdd,0,10,90,5,62,5,female_Crdd
91,female,0.06307415734597929,0.17934833916023804,0.48588057198619267,0.041348371846554856,1019,Crdd,0,10,90,5,62,5,female_Crdd
92,female,0.06307415734597929,0.17934833916023804,0.48588057198619267,0.041348371846554856,1019,Crdd,0,10,90,5,62,5,female_Crdd
93,female,0.06307415734597929,0.17934833916023804,0.48588057198619267,0.041348371846554856,1019,Crdd,0,10,90,5,62,5,female_Crdd
94,female,0.06307415734597929,0.17934833916023804,0.48588057198619267,0.041348371846554856,1019,Crdd,0,10,90,5,62,5,female_Crdd
95,female,0.1141558423440763,0.21136245893418623,0.45305378582401323,0.04455000300464501,275,Crdd,0,10,95,5,30,6,female_Crdd
96,female,0.1141558423440763,0.21136245893418623,0.45305378582401323,0.04455000300464501,275,Crdd,0,10,95,5,30,6,female_Crdd
97,female,0.1141558423440763,0.21136245893418623,0.45305378582401323,0.04455000300464501,275,Crdd,0,10,95,5,30,6,female_Crdd
98,female,0.1141558423440763,0.21136245893418623,0.45305378582401323,0.04455000300464501,275,Crdd,0,10,95,5,30,6,female_Crdd
99,female,0.1141558423440763,0.21136245893418623,0.45305378582401323,0.04455000300464501,275,Crdd,0,10,95,5,30,6,female_Crdd
100,female,0.1141558423440763,0.21136245893418623,0.45305378582401323,0.04455000300464501,275,Crdd,0,10,95,5,30,6,female_Crdd
